,Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
13,2021-04,Non-Public Agencies,8,1.0,0.0,8.0,6.0,2.0,1.0,9.0,9.0,9.0
14,2021-04,Non-Public Agencies,9,2.0,0.0,11.0,9.0,4.0,0.0,13.0,13.0,13.0
15,2021-04,Non-Public Agencies,10,1.0,1.0,7.0,7.0,1.0,0.0,8.0,8.0,8.0
16,2021-04,Non-Public Agencies,11,0.0,0.0,9.0,4.0,5.0,0.0,9.0,9.0,9.0
17,2021-04,Non-Public Agencies,12,3.0,0.0,7.0,7.0,2.0,1.0,10.0,10.0,10.0
4,2021-04,North Beach,Preschool,2.0,0.0,12.0,8.0,6.0,0.0,14.0,0.0,0.0
5,2021-04,North Beach,K,50.0,3.0,7.0,34.0,24.0,0.0,58.0,58.0,58.0
6,2021-04,North Beach,1,50.0,4.0,7.0,27.0,31.0,0.0,58.0,58.0,58.0
7,2021-04,North Beach,2,54.0,5.0,9.0,32.0,35.0,0.0,67.0,67.0,67.0
8,2021-04,North Beach,3,54.0,2.0,9.0,29.0,35.0,0.0,64.0,64.0,64.0
9,2021-04,North Beach,4,32.0,0.0,15.0,31.0,16.0,0.0,47.0,47.0,47.0
10,2021-04,North Beach,5,38.0,4.0,11.0,23.0,27.0,0.0,50.0,50.0,50.0
4,2021-04,Northgate,Preschool,19.0,0.0,2.0,11.0,10.0,0.0,21.0,0.0,0.0
5,2021-04,Northgate,K,16.0,13.0,3.0,16.0,13.0,0.0,29.0,29.0,29.0
6,2021-04,Northgate,1,20.0,11.0,5.0,16.0,17.0,0.0,33.0,33.0,33.0
7,2021-04,Northgate,2,9.0,15.0,7.0,14.0,14.0,0.0,28.0,28.0,28.0
8,2021-04,Northgate,3,24.0,11.0,4.0,13.0,25.0,0.0,38.0,38.0,38.0
9,2021-04,Northgate,4,20.0,8.0,10.0,13.0,23.0,0.0,36.0,36.0,36.0
10,2021-04,Northgate,5,23.0,7.0,6.0,16.0,19.0,0.0,35.0,35.0,35.0
5,2021-04,ORCA K-8,K,41.0,5.0,1.0,20.0,27.0,0.0,47.0,47.0,47.0
6,2021-04,ORCA K-8,1,43.0,7.0,2.0,24.0,27.0,0.0,51.0,51.0,51.0
7,2021-04,ORCA K-8,2,41.0,3.0,4.0,26.0,22.0,0.0,48.0,48.0,48.0
8,2021-04,ORCA K-8,3,40.0,7.0,4.0,24.0,25.0,1.0,50.0,50.0,50.0
9,2021-04,ORCA K-8,4,44.0,6.0,4.0,34.0,18.0,0.0,52.0,52.0,52.0
10,2021-04,ORCA K-8,5,43.0,3.0,6.0,23.0,29.0,0.0,52.0,52.0,52.0
11,2021-04,ORCA K-8,6,31.0,7.0,6.0,16.0,26.0,0.0,42.0,42.0,42.0
12,2021-04,ORCA K-8,7,25.0,4.0,9.0,19.0,17.0,0.0,36.0,36.0,36.0
13,2021-04,ORCA K-8,8,34.0,1.0,3.0,17.0,20.0,1.0,38.0,38.0,36.82
4,2021-04,Olympic Hills,Preschool,38.0,0.0,6.0,16.0,28.0,0.0,44.0,0.0,0.0
5,2021-04,Olympic Hills,K,59.0,22.0,5.0,35.0,49.0,0.0,84.0,84.0,84.0
6,2021-04,Olympic Hills,1,47.0,30.0,14.0,51.0,34.0,1.0,86.0,86.0,86.0
7,2021-04,Olympic Hills,2,42.0,28.0,10.0,42.0,35.0,0.0,77.0,77.0,77.0
8,2021-04,Olympic Hills,3,49.0,17.0,10.0,37.0,36.0,0.0,73.0,73.0,73.0
9,2021-04,Olympic Hills,4,35.0,28.0,20.0,47.0,30.0,0.0,77.0,77.0,77.0
10,2021-04,Olympic Hills,5,33.0,22.0,10.0,29.0,33.0,0.0,62.0,62.0,62.0
5,2021-04,Olympic View,K,42.0,15.0,3.0,31.0,27.0,0.0,58.0,58.0,57.01
6,2021-04,Olympic View,1,51.0,30.0,10.0,42.0,45.0,1.0,88.0,88.0,88.0
7,2021-04,Olympic View,2,53.0,7.0,3.0,31.0,32.0,0.0,63.0,63.0,63.0
8,2021-04,Olympic View,3,43.0,13.0,7.0,34.0,28.0,0.0,62.0,62.0,62.0
9,2021-04,Olympic View,4,43.0,13.0,14.0,32.0,34.0,0.0,66.0,66.0,66.0
10,2021-04,Olympic View,5,40.0,11.0,11.0,28.0,29.0,0.0,57.0,57.0,57.0
5,2021-04,Pathfinder K-8,K,44.0,0.0,4.0,26.0,22.0,0.0,48.0,48.0,48.0
6,2021-04,Pathfinder K-8,1,46.0,1.0,5.0,29.0,23.0,0.0,52.0,52.0,52.0
7,2021-04,Pathfinder K-8,2,47.0,1.0,3.0,24.0,27.0,0.0,51.0,51.0,51.0
8,2021-04,Pathfinder K-8,3,40.0,0.0,10.0,23.0,27.0,0.0,50.0,50.0,50.0
9,2021-04,Pathfinder K-8,4,46.0,1.0,10.0,30.0,26.0,0.0,56.0,56.0,56.0
10,2021-04,Pathfinder K-8,5,42.0,1.0,12.0,19.0,34.0,1.0,54.0,54.0,54.0
11,2021-04,Pathfinder K-8,6,37.0,1.0,23.0,33.0,27.0,0.0,60.0,60.0,60.0
12,2021-04,Pathfinder K-8,7,38.0,0.0,15.0,30.0,22.0,1.0,53.0,53.0,53.0
13,2021-04,Pathfinder K-8,8,43.0,1.0,17.0,34.0,24.0,2.0,60.0,60.0,59.46
5,2021-04,Queen Anne,K,41.0,1.0,2.0,24.0,20.0,0.0,44.0,44.0,44.0
6,2021-04,Queen Anne,1,28.0,4.0,1.0,17.0,16.0,0.0,33.0,33.0,33.0
7,2021-04,Queen Anne,2,38.0,2.0,9.0,26.0,23.0,0.0,49.0,49.0,49.0
8,2021-04,Queen Anne,3,30.0,1.0,2.0,12.0,21.0,0.0,33.0,33.0,33.0
9,2021-04,Queen Anne,4,21.0,0.0,4.0,16.0,9.0,0.0,25.0,25.0,25.0
10,2021-04,Queen Anne,5,26.0,2.0,9.0,24.0,12.0,0.0,36.0,36.0,36.0
5,2021-04,Rainier Beach,9,124.0,49.0,25.0,90.0,98.0,0.0,188.0,188.0,188.0
6,2021-04,Rainier Beach,10,122.0,61.0,33.0,115.0,90.0,0.0,205.0,205.0,205.0
7,2021-04,Rainier Beach,11,119.0,53.0,33.0,105.0,88.0,0.0,193.0,183.0,157.72
8,2021-04,Rainier Beach,12,113.0,57.0,33.0,107.0,83.0,0.0,190.0,176.0,147.58
5,2021-04,Rainier View,K,28.0,14.0,1.0,20.0,23.0,0.0,43.0,43.0,43.0
6,2021-04,Rainier View,1,31.0,14.0,1.0,23.0,22.0,0.0,45.0,45.0,45.0
7,2021-04,Rainier View,2,29.0,10.0,1.0,26.0,14.0,0.0,40.0,40.0,40.0
8,2021-04,Rainier View,3,27.0,13.0,3.0,19.0,23.0,0.0,42.0,42.0,42.0
9,2021-04,Rainier View,4,25.0,10.0,2.0,23.0,14.0,0.0,37.0,37.0,37.0
10,2021-04,Rainier View,5,28.0,6.0,2.0,20.0,16.0,0.0,36.0,36.0,36.0
4,2021-04,Rising Star,Preschool,22.0,0.0,7.0,12.0,15.0,2.0,29.0,0.0,0.0
5,2021-04,Rising Star,K,25.0,24.0,8.0,27.0,28.0,0.0,55.0,55.0,55.0
6,2021-04,Rising Star,1,29.0,25.0,6.0,22.0,36.0,0.0,58.0,58.0,58.0
7,2021-04,Rising Star,2,26.0,33.0,11.0,41.0,25.0,0.0,66.0,66.0,66.0
8,2021-04,Rising Star,3,15.0,28.0,13.0,30.0,19.0,0.0,49.0,49.0,49.0
9,2021-04,Rising Star,4,22.0,30.0,16.0,35.0,24.0,0.0,59.0,59.0,59.0
10,2021-04,Rising Star,5,41.0,23.0,12.0,31.0,38.0,0.0,69.0,69.0,69.0
5,2021-04,Robert Eagle Staff,6,180.0,23.0,48.0,105.0,134.0,1.0,240.0,240.0,240.0
6,2021-04,Robert Eagle Staff,7,190.0,19.0,27.0,114.0,112.0,1.0,227.0,227.0,225.11
7,2021-04,Robert Eagle Staff,8,239.0,18.0,58.0,175.0,134.0,0.0,309.0,309.0,306.74
5,2021-04,Roosevelt,9,348.0,8.0,35.0,189.0,196.0,2.0,387.0,387.0,383.55
6,2021-04,Roosevelt,10,343.0,5.0,44.0,210.0,180.0,1.0,391.0,391.0,388.16
7,2021-04,Roosevelt,11,372.0,8.0,31.0,216.0,190.0,2.0,408.0,395.0,363.18
8,2021-04,Roosevelt,12,460.0,8.0,27.0,241.0,249.0,3.0,493.0,449.0,399.07
4,2021-04,Roxhill,Preschool,38.0,0.0,1.0,16.0,23.0,0.0,39.0,0.0,0.0
5,2021-04,Roxhill,K,30.0,13.0,4.0,30.0,16.0,0.0,46.0,46.0,46.0
6,2021-04,Roxhill,1,24.0,10.0,7.0,17.0,24.0,0.0,41.0,41.0,41.0
7,2021-04,Roxhill,2,20.0,15.0,10.0,18.0,21.0,0.0,39.0,39.0,39.0
8,2021-04,Roxhill,3,23.0,9.0,6.0,15.0,21.0,0.0,36.0,36.0,36.0
9,2021-04,Roxhill,4,36.0,8.0,9.0,25.0,25.0,0.0,50.0,50.0,50.0
10,2021-04,Roxhill,5,21.0,6.0,5.0,14.0,17.0,0.0,31.0,31.0,31.0
4,2021-04,Sacajawea,Preschool,4.0,0.0,25.0,22.0,6.0,1.0,29.0,0.0,0.0
5,2021-04,Sacajawea,K,21.0,7.0,4.0,19.0,12.0,0.0,31.0,31.0,31.0
6,2021-04,Sacajawea,1,36.0,3.0,7.0,27.0,18.0,0.0,45.0,45.0,45.0
7,2021-04,Sacajawea,2,23.0,10.0,4.0,17.0,20.0,0.0,37.0,37.0,37.0
8,2021-04,Sacajawea,3,23.0,1.0,6.0,16.0,14.0,0.0,30.0,30.0,30.0
9,2021-04,Sacajawea,4,14.0,3.0,9.0,12.0,13.0,0.0,25.0,25.0,25.0
10,2021-04,Sacajawea,5,22.0,0.0,10.0,13.0,19.0,0.0,32.0,32.0,32.0
5,2021-04,Salmon Bay K-8,K,44.0,3.0,3.0,21.0,29.0,0.0,50.0,50.0,49.36
6,2021-04,Salmon Bay K-8,1,45.0,1.0,5.0,32.0,19.0,0.0,51.0,51.0,51.0
7,2021-04,Salmon Bay K-8,2,46.0,4.0,1.0,27.0,24.0,0.0,51.0,51.0,51.0
8,2021-04,Salmon Bay K-8,3,34.0,0.0,15.0,28.0,21.0,0.0,49.0,49.0,48.36
9,2021-04,Salmon Bay K-8,4,38.0,3.0,15.0,23.0,31.0,0.0,54.0,54.0,54.0
10,2021-04,Salmon Bay K-8,5,40.0,0.0,15.0,26.0,29.0,0.0,55.0,55.0,55.0
11,2021-04,Salmon Bay K-8,6,88.0,2.0,28.0,60.0,55.0,3.0,118.0,118.0,118.0
12,2021-04,Salmon Bay K-8,7,88.0,2.0,26.0,70.0,43.0,2.0,115.0,115.0,114.23
13,2021-04,Salmon Bay K-8,8,78.0,4.0,31.0,60.0,52.0,0.0,112.0,112.0,110.96
4,2021-04,Sand Point,Preschool,19.0,0.0,14.0,17.0,16.0,0.0,33.0,0.0,0.0
5,2021-04,Sand Point,K,26.0,5.0,6.0,19.0,16.0,0.0,35.0,35.0,35.0
6,2021-04,Sand Point,1,24.0,4.0,5.0,17.0,16.0,0.0,33.0,33.0,33.0
7,2021-04,Sand Point,2,15.0,7.0,7.0,14.0,15.0,0.0,29.0,29.0,29.0
8,2021-04,Sand Point,3,13.0,7.0,5.0,15.0,9.0,0.0,24.0,24.0,24.0
9,2021-04,Sand Point,4,20.0,5.0,5.0,13.0,16.0,0.0,29.0,29.0,29.0
10,2021-04,Sand Point,5,22.0,5.0,9.0,15.0,20.0,0.0,35.0,35.0,35.0
5,2021-04,Sanislo,K,22.0,6.0,3.0,16.0,13.0,1.0,30.0,30.0,30.0
6,2021-04,Sanislo,1,18.0,14.0,6.0,21.0,15.0,0.0,36.0,36.0,36.0
7,2021-04,Sanislo,2,17.0,17.0,5.0,19.0,18.0,1.0,38.0,38.0,38.0
8,2021-04,Sanislo,3,11.0,11.0,12.0,19.0,11.0,0.0,30.0,30.0,30.0
9,2021-04,Sanislo,4,15.0,3.0,8.0,13.0,12.0,0.0,25.0,25.0,25.0
10,2021-04,Sanislo,5,14.0,12.0,9.0,21.0,13.0,0.0,34.0,34.0,34.0
5,2021-04,Seattle World School,6,0.0,6.0,0.0,2.0,4.0,0.0,6.0,6.0,6.0
6,2021-04,Seattle World School,7,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0
7,2021-04,Seattle World School,8,0.0,3.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0
8,2021-04,Seattle World School,9,0.0,40.0,0.0,26.0,14.0,0.0,40.0,40.0,40.0
9,2021-04,Seattle World School,10,0.0,78.0,0.0,54.0,24.0,0.0,78.0,78.0,78.0
10,2021-04,Seattle World School,11,0.0,67.0,2.0,37.0,30.0,0.0,67.0,67.0,65.96
11,2021-04,Seattle World School,12,1.0,74.0,2.0,49.0,26.0,0.0,75.0,75.0,67.75
4,2021-04,South Shore PK-8,Preschool,38.0,0.0,10.0,28.0,20.0,0.0,48.0,0.0,0.0
5,2021-04,South Shore PK-8,K,45.0,5.0,4.0,28.0,26.0,0.0,54.0,54.0,54.0
6,2021-04,South Shore PK-8,1,34.0,15.0,8.0,32.0,24.0,0.0,56.0,56.0,56.0
7,2021-04,South Shore PK-8,2,33.0,20.0,10.0,33.0,26.0,0.0,59.0,59.0,59.0
8,2021-04,South Shore PK-8,3,33.0,16.0,9.0,24.0,34.0,0.0,58.0,58.0,58.0
9,2021-04,South Shore PK-8,4,37.0,17.0,8.0,36.0,26.0,0.0,62.0,62.0,62.0
10,2021-04,South Shore PK-8,5,43.0,11.0,12.0,38.0,26.0,0.0,64.0,64.0,64.0
11,2021-04,South Shore PK-8,6,43.0,12.0,14.0,36.0,30.0,0.0,66.0,66.0,66.0
12,2021-04,South Shore PK-8,7,44.0,13.0,13.0,34.0,35.0,0.0,69.0,69.0,69.0
13,2021-04,South Shore PK-8,8,56.0,10.0,7.0,37.0,36.0,0.0,73.0,73.0,73.0
4,2021-04,Special Ed Private Svcs,Preschool,0.0,0.0,122.0,74.0,48.0,0.0,122.0,0.0,0.0
5,2021-04,Special Ed Private Svcs,K,0.0,1.0,7.0,5.0,2.0,0.0,7.0,7.0,0.26
6,2021-04,Special Ed Private Svcs,1,0.0,0.0,6.0,3.0,3.0,0.0,6.0,6.0,1.14
7,2021-04,Special Ed Private Svcs,2,0.0,1.0,9.0,6.0,3.0,0.0,9.0,9.0,1.54
8,2021-04,Special Ed Private Svcs,3,0.0,0.0,11.0,5.0,6.0,0.0,11.0,11.0,1.19
9,2021-04,Special Ed Private Svcs,4,0.0,0.0,7.0,4.0,3.0,0.0,7.0,7.0,0.31
10,2021-04,Special Ed Private Svcs,5,0.0,0.0,5.0,3.0,2.0,0.0,5.0,5.0,1.08
11,2021-04,Special Ed Private Svcs,6,0.0,0.0,5.0,2.0,3.0,0.0,5.0,5.0,0.07
12,2021-04,Special Ed Private Svcs,7,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.41
13,2021-04,Special Ed Private Svcs,8,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.02
15,2021-04,Special Ed Private Svcs,11,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.03
16,2021-04,Special Ed Private Svcs,12,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.01
5,2021-04,Stevens,K,21.0,1.0,1.0,16.0,7.0,0.0,23.0,23.0,23.0
6,2021-04,Stevens,1,33.0,3.0,4.0,19.0,19.0,0.0,38.0,38.0,38.0
7,2021-04,Stevens,2,22.0,3.0,2.0,16.0,11.0,0.0,27.0,27.0,27.0
8,2021-04,Stevens,3,26.0,2.0,7.0,18.0,17.0,0.0,35.0,35.0,35.0
9,2021-04,Stevens,4,20.0,4.0,10.0,15.0,18.0,0.0,33.0,33.0,33.0
10,2021-04,Stevens,5,24.0,2.0,7.0,13.0,20.0,0.0,33.0,33.0,33.0
5,2021-04,TOPS K-8,K,38.0,6.0,5.0,28.0,19.0,0.0,47.0,47.0,47.0
6,2021-04,TOPS K-8,1,34.0,10.0,4.0,26.0,21.0,0.0,47.0,47.0,47.0
7,2021-04,TOPS K-8,2,33.0,15.0,5.0,31.0,19.0,0.0,50.0,50.0,50.0
8,2021-04,TOPS K-8,3,40.0,4.0,6.0,23.0,26.0,1.0,50.0,50.0,50.0
9,2021-04,TOPS K-8,4,44.0,5.0,8.0,28.0,26.0,0.0,54.0,54.0,54.0
10,2021-04,TOPS K-8,5,48.0,2.0,7.0,27.0,29.0,0.0,56.0,56.0,56.0
11,2021-04,TOPS K-8,6,48.0,3.0,10.0,24.0,37.0,0.0,61.0,61.0,61.0
12,2021-04,TOPS K-8,7,49.0,2.0,10.0,27.0,32.0,1.0,60.0,60.0,60.0
13,2021-04,TOPS K-8,8,49.0,2.0,10.0,34.0,26.0,1.0,61.0,61.0,61.0
4,2021-04,Thornton Creek,Preschool,24.0,0.0,7.0,13.0,18.0,0.0,31.0,0.0,0.0
5,2021-04,Thornton Creek,K,63.0,8.0,11.0,45.0,35.0,0.0,80.0,80.0,80.0
6,2021-04,Thornton Creek,1,62.0,2.0,7.0,35.0,35.0,1.0,71.0,71.0,71.0
7,2021-04,Thornton Creek,2,83.0,4.0,12.0,46.0,51.0,0.0,97.0,97.0,97.0
8,2021-04,Thornton Creek,3,74.0,4.0,19.0,51.0,46.0,0.0,97.0,97.0,97.0
9,2021-04,Thornton Creek,4,73.0,2.0,27.0,55.0,45.0,0.0,100.0,100.0,100.0
10,2021-04,Thornton Creek,5,68.0,3.0,23.0,48.0,44.0,0.0,92.0,92.0,92.0
4,2021-04,Thurgood Marshall,Preschool,4.0,0.0,11.0,7.0,8.0,0.0,15.0,0.0,0.0
5,2021-04,Thurgood Marshall,K,25.0,9.0,7.0,19.0,18.0,1.0,38.0,38.0,38.0
6,2021-04,Thurgood Marshall,1,45.0,10.0,10.0,39.0,24.0,0.0,63.0,63.0,63.0
7,2021-04,Thurgood Marshall,2,62.0,13.0,17.0,46.0,41.0,0.0,87.0,87.0,87.0
8,2021-04,Thurgood Marshall,3,62.0,8.0,10.0,43.0,37.0,0.0,80.0,80.0,79.5
9,2021-04,Thurgood Marshall,4,62.0,8.0,8.0,35.0,40.0,2.0,77.0,77.0,77.0
10,2021-04,Thurgood Marshall,5,70.0,8.0,17.0,56.0,36.0,1.0,93.0,93.0,93.0
5,2021-04,View Ridge,K,55.0,4.0,2.0,34.0,26.0,0.0,60.0,60.0,60.0
6,2021-04,View Ridge,1,46.0,5.0,8.0,32.0,25.0,0.0,57.0,57.0,57.0
7,2021-04,View Ridge,2,59.0,4.0,13.0,37.0,36.0,0.0,73.0,73.0,73.0
8,2021-04,View Ridge,3,57.0,5.0,14.0,41.0,32.0,0.0,73.0,73.0,73.0
9,2021-04,View Ridge,4,59.0,1.0,11.0,38.0,33.0,0.0,71.0,71.0,71.0
10,2021-04,View Ridge,5,55.0,2.0,12.0,37.0,32.0,0.0,69.0,69.0,69.0
4,2021-04,Viewlands,Preschool,2.0,0.0,7.0,7.0,2.0,0.0,9.0,0.0,0.0
5,2021-04,Viewlands,K,40.0,10.0,5.0,23.0,32.0,0.0,55.0,55.0,55.0
6,2021-04,Viewlands,1,29.0,11.0,8.0,22.0,25.0,0.0,47.0,47.0,47.0
7,2021-04,Viewlands,2,48.0,8.0,9.0,30.0,34.0,0.0,64.0,64.0,64.0
8,2021-04,Viewlands,3,42.0,13.0,6.0,28.0,29.0,0.0,57.0,57.0,57.0
9,2021-04,Viewlands,4,31.0,5.0,6.0,20.0,20.0,1.0,41.0,41.0,41.0
10,2021-04,Viewlands,5,48.0,4.0,11.0,24.0,38.0,0.0,62.0,62.0,62.0
4,2021-04,W. Seattle Elem,Preschool,27.0,0.0,4.0,15.0,16.0,0.0,31.0,0.0,0.0
5,2021-04,W. Seattle Elem,K,31.0,23.0,12.0,30.0,36.0,0.0,66.0,66.0,66.0
6,2021-04,W. Seattle Elem,1,30.0,25.0,8.0,32.0,29.0,0.0,61.0,61.0,61.0
7,2021-04,W. Seattle Elem,2,46.0,22.0,4.0,43.0,29.0,0.0,72.0,72.0,72.0
8,2021-04,W. Seattle Elem,3,27.0,23.0,11.0,23.0,36.0,0.0,59.0,59.0,59.0
9,2021-04,W. Seattle Elem,4,40.0,14.0,8.0,29.0,31.0,0.0,60.0,60.0,60.0
10,2021-04,W. Seattle Elem,5,36.0,17.0,11.0,25.0,35.0,0.0,60.0,60.0,60.0
5,2021-04,Washington,6,153.0,36.0,26.0,103.0,100.0,0.0,203.0,203.0,203.0
6,2021-04,Washington,7,137.0,36.0,28.0,102.0,86.0,0.0,188.0,188.0,186.52
7,2021-04,Washington,8,183.0,27.0,20.0,117.0,104.0,2.0,223.0,223.0,221.58
5,2021-04,Wedgwood,K,52.0,5.0,1.0,30.0,28.0,0.0,58.0,58.0,58.0
6,2021-04,Wedgwood,1,59.0,11.0,2.0,39.0,33.0,0.0,72.0,72.0,72.0
7,2021-04,Wedgwood,2,59.0,0.0,2.0,30.0,31.0,0.0,61.0,61.0,61.0
8,2021-04,Wedgwood,3,61.0,3.0,11.0,37.0,37.0,0.0,74.0,74.0,74.0
9,2021-04,Wedgwood,4,55.0,4.0,10.0,33.0,35.0,0.0,68.0,68.0,68.0
10,2021-04,Wedgwood,5,57.0,0.0,7.0,31.0,33.0,0.0,64.0,64.0,64.0
5,2021-04,West Seattle,9,238.0,11.0,39.0,155.0,131.0,0.0,286.0,286.0,285.88
6,2021-04,West Seattle,10,261.0,12.0,34.0,165.0,135.0,1.0,301.0,301.0,300.01
7,2021-04,West Seattle,11,217.0,13.0,33.0,133.0,122.0,1.0,256.0,246.0,218.57
8,2021-04,West Seattle,12,231.0,9.0,38.0,134.0,141.0,0.0,275.0,241.0,208.38
5,2021-04,West Woodland,K,67.0,3.0,3.0,36.0,37.0,0.0,73.0,73.0,73.0
6,2021-04,West Woodland,1,67.0,5.0,7.0,46.0,31.0,1.0,78.0,78.0,78.0
7,2021-04,West Woodland,2,67.0,0.0,14.0,42.0,39.0,0.0,81.0,81.0,81.0
8,2021-04,West Woodland,3,57.0,1.0,13.0,26.0,45.0,0.0,71.0,71.0,71.0
9,2021-04,West Woodland,4,54.0,0.0,20.0,35.0,39.0,0.0,74.0,74.0,74.0
10,2021-04,West Woodland,5,66.0,1.0,22.0,44.0,44.0,0.0,88.0,88.0,88.0
5,2021-04,Whitman,6,204.0,11.0,40.0,150.0,101.0,0.0,251.0,251.0,250.8
6,2021-04,Whitman,7,160.0,8.0,38.0,99.0,103.0,2.0,204.0,204.0,203.02
7,2021-04,Whitman,8,159.0,6.0,32.0,101.0,92.0,0.0,193.0,193.0,191.4
5,2021-04,Whittier,K,63.0,1.0,6.0,46.0,24.0,0.0,70.0,70.0,70.0
6,2021-04,Whittier,1,54.0,2.0,8.0,32.0,32.0,0.0,64.0,64.0,64.0
7,2021-04,Whittier,2,49.0,2.0,9.0,28.0,32.0,0.0,60.0,60.0,60.0
8,2021-04,Whittier,3,59.0,2.0,6.0,29.0,38.0,0.0,67.0,67.0,67.0
9,2021-04,Whittier,4,65.0,2.0,15.0,39.0,42.0,0.0,81.0,81.0,81.0
10,2021-04,Whittier,5,49.0,1.0,11.0,34.0,26.0,1.0,61.0,61.0,61.0
5,2021-04,Wing Luke,K,23.0,23.0,4.0,24.0,26.0,0.0,50.0,50.0,50.0
6,2021-04,Wing Luke,1,14.0,16.0,7.0,19.0,16.0,0.0,35.0,35.0,35.0
7,2021-04,Wing Luke,2,35.0,26.0,6.0,31.0,31.0,0.0,62.0,62.0,62.0
8,2021-04,Wing Luke,3,31.0,18.0,6.0,27.0,25.0,0.0,52.0,52.0,52.0
9,2021-04,Wing Luke,4,28.0,17.0,8.0,25.0,23.0,1.0,49.0,49.0,49.0
10,2021-04,Wing Luke,5,44.0,11.0,7.0,27.0,33.0,0.0,60.0,60.0,60.0
5,2021-05,Adams,K,46.0,4.0,3.0,29.0,24.0,0.0,53.0,53.0,53.0
6,2021-05,Adams,1,67.0,2.0,4.0,44.0,28.0,1.0,73.0,73.0,73.0
7,2021-05,Adams,2,61.0,3.0,7.0,36.0,34.0,0.0,70.0,70.0,70.0
8,2021-05,Adams,3,44.0,6.0,8.0,33.0,25.0,0.0,58.0,58.0,58.0
9,2021-05,Adams,4,71.0,3.0,11.0,41.0,42.0,0.0,83.0,83.0,83.0
10,2021-05,Adams,5,70.0,2.0,15.0,43.0,40.0,3.0,86.0,86.0,86.0
5,2021-05,Aki Kurose,6,138.0,64.0,42.0,122.0,106.0,0.0,228.0,228.0,228.0
6,2021-05,Aki Kurose,7,156.0,60.0,35.0,112.0,122.0,0.0,234.0,234.0,233.94
7,2021-05,Aki Kurose,8,185.0,58.0,39.0,143.0,127.0,0.0,270.0,270.0,268.67
5,2021-05,Alan T. Sugiyama,"5 6 7 8 9 1
0",6.0,3.0,4.0,5.0,7.0,0.0,12.0,12.0,10.59
6,2021-05,Alan T. Sugiyama,11,6.0,1.0,3.0,6.0,4.0,0.0,10.0,10.0,8.01
7,2021-05,Alan T. Sugiyama,12,21.0,8.0,3.0,16.0,15.0,0.0,31.0,31.0,26.3
5,2021-05,Alki,K,46.0,0.0,4.0,20.0,30.0,0.0,50.0,50.0,50.0
6,2021-05,Alki,1,45.0,5.0,0.0,24.0,26.0,0.0,50.0,50.0,50.0
7,2021-05,Alki,2,45.0,4.0,10.0,35.0,24.0,0.0,59.0,59.0,59.0
8,2021-05,Alki,3,57.0,1.0,6.0,32.0,32.0,0.0,64.0,64.0,64.0
9,2021-05,Alki,4,37.0,4.0,12.0,30.0,23.0,0.0,53.0,53.0,53.0
10,2021-05,Alki,5,44.0,2.0,7.0,26.0,27.0,0.0,53.0,53.0,53.0
4,2021-05,Arbor Heights,Preschool,24.0,0.0,5.0,7.0,22.0,0.0,29.0,0.0,0.0
5,2021-05,Arbor Heights,K,66.0,2.0,10.0,45.0,32.0,0.0,77.0,77.0,77.0
6,2021-05,Arbor Heights,1,79.0,7.0,11.0,52.0,43.0,0.0,95.0,95.0,95.0
7,2021-05,Arbor Heights,2,73.0,8.0,18.0,42.0,55.0,0.0,97.0,97.0,97.0
8,2021-05,Arbor Heights,3,63.0,7.0,19.0,44.0,43.0,0.0,87.0,87.0,87.0
9,2021-05,Arbor Heights,4,69.0,6.0,14.0,46.0,42.0,0.0,88.0,88.0,88.0
10,2021-05,Arbor Heights,5,57.0,5.0,15.0,38.0,38.0,0.0,76.0,76.0,76.0
4,2021-05,B.F. Day,Preschool,25.0,0.0,9.0,21.0,13.0,0.0,34.0,0.0,0.0
5,2021-05,B.F. Day,K,65.0,6.0,4.0,45.0,28.0,0.0,73.0,73.0,73.0
6,2021-05,B.F. Day,1,72.0,12.0,8.0,48.0,43.0,0.0,91.0,91.0,91.0
7,2021-05,B.F. Day,2,49.0,2.0,8.0,29.0,29.0,1.0,59.0,59.0,59.0
8,2021-05,B.F. Day,3,32.0,4.0,9.0,26.0,18.0,0.0,44.0,44.0,44.0
9,2021-05,B.F. Day,4,42.0,5.0,12.0,32.0,24.0,1.0,57.0,57.0,57.0
10,2021-05,B.F. Day,5,32.0,3.0,5.0,22.0,17.0,0.0,39.0,39.0,39.0
5,2021-05,Ballard,9,353.0,9.0,50.0,203.0,204.0,3.0,410.0,410.0,409.29
6,2021-05,Ballard,10,354.0,4.0,56.0,221.0,189.0,3.0,413.0,413.0,411.73
7,2021-05,Ballard,11,374.0,9.0,41.0,223.0,199.0,1.0,423.0,401.0,381.63
8,2021-05,Ballard,12,429.0,9.0,46.0,254.0,226.0,2.0,482.0,435.0,389.19
